title_ja,title_en,tags,cover_image_path,description
,Futei no Olympia,Psychological|Sports|Office Workers,data/images\bf16d046-cea1-401b-89bf-5cf898824c3a.jpg,A dull  unreliable middle-aged salaryman  Tamaki Kuroudo  is treated as a hopeless old man by everyone. Teased about his pot belly  treated coldly by his daughter at home  and when he happens to glance at his wife’s phone  he sees suspicious call logs with one of her coworkers.   As he spends his pathetic days  his capable subordinate Ayase Mizuki invites him to the equipment room. While helping her move some equipment  he accidentally touches her breast and she records that very moment on video. After work  he’s blackmailed with the video and taken to  of all places  a sports gym?   The price of sexual harassment is body transformation? A secret muscle-training comedy he hides from his wife!
,Netoge no Yome ga Ninki Idol datta ~Cool kei no Kanojo wa Genjitsu demo Yome no Tsumori de Iru~,Romance|Comedy|School Life|Slice of Life|Adaptation,data/images\d2213279-1b4e-4699-8d6b-334d718b7474.jpg,Kazuto Ayanokoji is an ordinary high school boy. He spends his days playing online games as a hobby. One day  he discovers the true identity of a friend who is so close to him that they are married in-game. It turns out to be a cool idol from the same class  Rinka Mizuki. As Rinka tries to act as his wife in real life  Kazuto is forced to lead a dizzying life.
,Polaris Will Never Be Gone.,Drama|Music,data/images\60f94690-3fb7-4405-9f83-3120267fa6fa.jpg,"Tajima Sora was an idol at the peak of popularity when she died and now the people who had gone crazy over her are slowly returning to days where they have forgotten everything about her. Mizu'umi is a high school girl who cannot accept this fact because the late idol is a god-like existence to her. So one day  2 years after her idol's death  she committed a taboo act.  This is a young adult fiction about an everlasting and undying idol and is dedicated to the current times where feelings of ""like"" are concentrated."
,7-Nin no Nemuri Hime,Romance|Comedy|Magic|Harem|Fantasy,data/images\912dd3eb-80f2-4659-8986-badb32c847c0.jpg,A wandering prince set off to break an ancient curse bewitching the Kingdom of Amaryllis by waking up its princess with a kiss of true love. However  nobody told him there were 7 princesses to kiss and he must now take responsibility by living with them while they find out why the people of Amaryllis are unable to wake up. Will they reach a happily ever after?
,ANTI-MONSTER,Sci-Fi|Monsters|Action|Psychological|Self-Published|Gore|Mystery,data/images\bc2ececb-6a9f-4a0f-ab27-4ffd88313c4b.jpg,J.A.C.K.O  The merc squad has gotten a brand new mission: Traversing Deadland  in order to find... life.
,Shiniki no Mahoutsukai ~Shin ni Aisareta Rakudaisei wa Mahou Gakuin e Kayou~,Reincarnation|Monsters|Action|Comedy|Magic|School Life|Fantasy|Shota|Adaptation,data/images\ceb8e283-4d9a-4a82-8e01-f54dad963c0e.jpg,He was a sorcerer from the divine realm  a master of magic who introduced revolutionary new theories. On the verge of death  he cast a reincarnation spell and was reborn 500 years later. Now living as Lucien  the son of a farmer  he discovers a world where the common sense of his past life no longer applies—a world where magical technology has drastically declined――?!
,The Wolf That Picked Something Up,Award Winning|Animals|Long Strip|Comedy|Web Comic|Slice of Life|Full Color,data/images\575c6f8b-02bc-4300-b808-16e35c2bc2e2.jpg,A story about a wolf  his encounter with a small puppy  and their life together following.  ---  - [Original Manhua <AC.QQ>](https://ac.qq.com/Comic/comicInfo/id/647560)  - [Original Book <Taobao>](https://item.taobao.com/item.htm?ft=t&id=643452237497)
,Kimi wa Yotsuba no Clover,Time Travel|Psychological|Romance|Drama|School Life|Tragedy,data/images\0a580438-bc72-4503-940b-12a5da881b56.jpg,Uichi was once popular  but now he is being bullied excessively. Then suddenly  his first love  Yotsuha  appears in front of him. What is this cute and brave girl's purpose...?
,Daily Chaldea,Self-Published|Doujinshi|Web Comic|Slice of Life,data/images\ccb654fd-d4de-44d1-a9c1-f58ba34f3510.jpg,Daily Chaldea is an unofficial daily slice-of-life fancomic created using art assets from the game Fate/Grand Order and building upon the existing lore of the franchise.  The story follows the adventures of genderswapping protagonist Ritsuka Fujimaru and the many Servants they've summoned  with the tone ranging from comedic to philosophical. The comic is 'live' with the NA server of Fate/Grand Order  with new characters appearing in the comic around the time they appear in the game and comics often referencing recent events in the game.  Enjoyment of this comic relies heavily upon the reader's familiarity with the game and its characters  so the author recommends playing Fate/Grand Order before reading this comic.  ---  This comic is being uploaded to MangaDex by reader request and with the approval of MangaDex staff. All art is copyright TYPE-Moon / FGO Project  Aniplex Inc.  Lasengle  and other copyright holders as appropriate. This comic is not for profit (through ad revenue or otherwise).  Some early use the original white backgrounds. Later comics have darker backgrounds and additional art assets for improved quality.
,Ryuujin no Rinjin,Monsters|Comedy|School Life|Slice of Life|Supernatural,data/images\e966c6a0-ed7d-4071-afd5-0051399e1fd3.jpg,A female college student  Himesaki Toko  suddenly finds herself living next door to a new neighbor — Hon  an exchange student who also happens to be a dragon person.  Despite her divine appearance  Hon is clumsy and absent-minded  and Toko just can’t bring herself to ignore her.  Thus begins a laid-back fantasy comedy about cross-cultural exchange  set in a student dorm!
,Super Ninja Dan,Thriller|Action|Psychological|Romance|Ninja|Comedy|Crime|Survival|Martial Arts|Mafia|Adventure|Philosophical|Gore|Drama|Police|Slice of Life|Tragedy,data/images\5a371d62-f10a-4caf-8158-dcfdb6954368.jpg,"The Kyosha and Jinma clans are ninja organizations living in the modern age. They were called ""super ninja "" or ""super shinobi."" However  these two clans have been fighting a fierce battle to exterminate each other. Why? The unique tag team of Tetsu Kariya and Kazuhiko Shimamoto unleash a painful work!"
,Okami To Randoseru ～ Kyu Saishuka To Tensei Musume No Danjon Gohan ～,Monsters|Adventure|Isekai|Fantasy|Slice of Life|Cooking|Adaptation,data/images\a41dbf1a-bd90-4de9-9d8e-9e0a4621263e.jpg,Alba Thomas  an S-rank gatherer who travels across the land in search of precious items such as dragon horns and golem cores  one day discovers a school-bag-wearing girl inside a treasure chest. The girl  who calls herself Nono  is still young and doesn’t know where she came from. And to complicate matters  under the kingdom’s rules Alba and Nono are no longer able to leave the dungeon. Unable to simply leave her in such a dangerous place  Alba decides to take Nono under his protection. However  meals prove to be a struggle: while Alba can easily procure ingredients  he is utterly inexperienced when it comes to cooking. Stepping in to help is Nono  who displays genuine talent in the kitchen. Thus begins a journey between Alba  one of the seven S-rank gatherers in the kingdom. And Nono  the mysterious girl full of unknowns.
,Living Together In Summer,Oneshot|Web Comic|Slice of Life,data/images\3f1b82b4-1897-4230-9d8a-73304142a451.jpg,
,Cleric of Decay,Monsters|Action|Demons|Long Strip|Adventure|Video Games|Isekai|Fantasy|Web Comic|Full Color,data/images\7f491e32-3934-4e1a-a8b5-2510aecd40d9.jpg,Not all job classes are created equal!  Marnac was pulled into a game while trying to play as one of its worst job classes  Cleric of Decay. Now he’s the only cleric of the Order of Decay  serving a goddess who’s been reduced to an animated hand that repeats the word “MURDER!”  Will the Order’s last cleric become powerful enough before the prophecy of “the end” comes true?
,Digimon Next,Action|Comedy|Adventure|Fantasy,data/images\c18a8fa3-9493-489c-897d-7fef44379b9b.jpg,Tsurugi Tatsuno is a boy who competes in Virtual Digimon Battle tournaments. When a Kuwagamon appeared in the Real World  his Greymon came to life and protected him. Tsurugi is summoned to the Digital World by Piximon to save the Digital World from the evil Barbamon. Since his Digimon has a hexagon shape on him  it's an Illegal Digimon  meaning that Digimon bearing such symbols can help save the Digital World. Tsurugi's Greymon later De-Digivolves to Agumon and they meet other characters destined to save the Digital World from the forces of Barbamon. Now they must stop Barbamon and his minions before they get all the DigiMemories and take over both worlds.
,"Iinazuke ga Dekita to Omottara  Sono Iinazuke ga Gakkou de Yuumei na ""Akuyaku Reijou"" Dattan dakedo  Dou Sureba Ii?",Romance|Comedy|Harem|School Life|Adaptation,data/images\a497dce1-bc2c-47e7-95dc-8623323b8f9b.jpg,"""I have a fiancée...?""  One day  Higashi Kujou Hiroyuki  an ordinary high school student  is told a surprising fact by his father about an arranged engagement. His fiancée is Kiryu Ayane  the ""Villainess"" at school  known to everyone for her sharp tongue and coldhearted personality."
,Arte,Historical|Romance|Drama|Slice of Life,data/images\c66d2a14-e0a2-4488-9023-abdab7249d61.jpg,Firenze  early 16th century. The birthplace of the Renaissance era  where art is thriving.  In one small corner of this vast city  one sheltered girl's journey begins.  She dreams of becoming an artist  an impossible career for a girl born into a noble family.  In those days  art was an exclusively male profession  with woman facing strong discrimination.  In spite of these challenges  Arte perseveres with hard work and a positive attitude!
,Chainsaw Man,Award Winning|Monsters|Action|Demons|Comedy|Gore|Horror|Supernatural,data/images\a77742b1-befd-49a4-bff5-1ad4e6b0ef7b.jpg,Broke young man + chainsaw dog demon = Chainsaw Man!      The name says it all! Denji's life of poverty is changed forever when he merges with his pet chainsaw dog  Pochita! Now he's living in the big city and an official Devil Hunter. But he's got a lot to learn about his new job and chainsaw powers!
,Kinenbi Manga,Psychological|Comedy|Web Comic|Slice of Life|Supernatural|Full Color,data/images\38554690-65d0-476f-909a-9b14b3c04e60.jpg,A manga about celebrating all the different holidays a year has.
,Mary-san,Comedy|4-Koma|Monster Girls|Web Comic|Slice of Life|Full Color,data/images\e49d2cba-4528-4cab-96c5-48a73ba63fbb.jpg,Mary-san who calls you on the phone  telling you she's nearby...nothing but a prank call  right? Witness the cute and charming life she lives!  This is based on the Japanese urban legend Mary-san.  If it makes no sense at all to you  see https://www.kowabana.net/2018/06/09/mary-san/ and it will be a lot more comprehensible  while still being cute.
,One Room  Hiatari Futsuu  Tenshi-tsuki.,Romance|Comedy|Harem|School Life|Slice of Life|Supernatural,data/images\4b337e56-15c4-4685-bae6-7117fb0d7acb.jpg,"What will happen when you wake up  and find a cute girl lying next to you in bed? Furthermore  she is not an ordinary girl  but an Angel who comes from Heaven??? Shintarou Tokamitsu is a high school boy living alone. One day  he found a beautiful girl sitting on his balcony. Her name is Towa  but what is her true identity? ___ **NOTE:** The Omake chapters at the end of each volume are usually ""prequel""  not directly happened after the last chapter of said volume. Please refer to the Table of Content or the chapter number itself for details."
